"longitude","latitude","COUNTRY","MeanTemp","AnnPrec","soilclass","sand","silt","clay","cec","ph_cacl2","toc"
12.1667,48,"GER",8.3,945,"m",48.2,33.1,18.7,23,7.02,2.1
12.1667,50.4167,"GER",7.4,637,"m",29.5,49.3,21.2,30,5.92,1.8
12.1667,52.9167,"GER",8.6,561,"l",59.5,30,10.5,11.1,6.35,1
12.1667,54.1667,"GER",8.5,585,"ll",83.6,12.4,4,8,6.22,1.2
12.1668,57.6024,"SWE",7.5,827,"ll",75.5,22.1,2.4,8.5,4.89,3.2
12.2104,44.1087,"ITA",13.1,694,"s",25.1,39.7,35.2,29.2,7.38,1
12.2214,58.1742,"SWE",6.9,786,"m",38.3,42.6,19.1,16.9,4.71,2.3
12.25,48.9167,"GER",8.3,704,"m",26.7,51,22.3,17.2,6.31,1.1
12.2819,58.5607,"SWE",6.5,745,"m",45.5,39.2,15.2,14.3,5.49,2.7
12.2853,65.5219,"NOR",5.2,1976,"l",69.9,25,5.1,11.4,4.2,4.3
12.3167,55.25,"DEN",8.4,572,"m",40.4,39.7,19.9,12.1,6.9,0.9
12.3213,59.0294,"SWE",6,738,"l",57.6,35.5,6.9,10.2,4.37,2
12.3285,46.1365,"ITA",10.9,1130,"m",51.7,27.1,21.2,22.8,7.24,1.8
12.3315,63.2885,"SWE",1.6,824,"l",27.6,59.3,13,4.7,4.45,3
12.3506,61.2408,"NOR",2.7,616,"ll",80.7,18.3,1,2.6,5.09,0.8
12.37,42.9111,"ITA",14,832,"s",21.7,49.2,29.1,25.8,7.39,0.8
12.3918,61.7713,"SWE",0.6,633,"ll",75.5,23.5,1.1,2.3,3.99,2.1
12.4167,48.25,"GER",8.1,925,"m",29.5,53.7,16.8,16,6.38,1.7
12.4261,60.9457,"SWE",3.2,642,"ll",61.6,36.2,2.2,7.6,4.66,1.9
12.4285,62.6479,"SWE",0.5,685,"l",35,57,8,4.1,4.69,1.9
12.5333,55.85,"DEN",8.3,633,"m",44.3,36.7,19,14,5.75,1.2
12.5389,50.025,"CZR",6.8,627,"l",64.1,23.9,12,12.4,5.95,3
12.5578,64.5767,"NOR",4.7,1407,"m",15,63.5,21.6,17.2,7.21,0.8
12.5731,42.5525,"ITA",14.7,848,"l",53.7,36,10.3,21.6,7.32,7
12.5833,50.6667,"GER",7.7,606,"m",41.1,40.1,18.8,15.1,5.48,2.1
12.5833,51.9167,"GER",8.9,551,"l",62.8,23.8,13.4,9.9,6.17,1
12.5986,45.6166,"ITA",13.2,1027,"s",48.3,22.1,29.6,23.6,7.5,1.4
12.6106,42.8314,"ITA",13.1,872,"s",41.6,32,26.4,29.8,7.41,2.2
12.6562,63.7044,"SWE",2.5,947,"l",40.3,56.8,2.9,6,4.91,2.7
12.6571,56.4054,"SWE",7.7,714,"l",71,18.8,10.3,16.3,5.23,1.9
12.6667,49,"GER",7.9,767,"m",50.5,34.5,15,15.2,6.06,1.4
12.6667,52.1667,"GER",9.2,540,"ll",90.9,8.1,1,10.3,4.69,1.1
12.6667,52.5,"GER",9.1,547,"l",24.3,65.4,10.3,7,5.29,0.5
12.6983,42.8986,"ITA",13.9,870,"s",11.1,58.4,30.4,27.9,7.4,1.3
12.7431,47.2893,"AUS",7.4,1115,"m",43.1,40.4,16.4,9.2,5.14,2.4
12.75,54.25,"GER",8.2,556,"m",57.3,26.8,15.8,16.4,5.96,1
12.7717,41.5658,"ITA",15.4,874,"l",41.3,49.5,9.2,20.6,5.15,1
12.7784,43.8466,"ITA",13.7,766,"s",49.5,23.9,26.6,19.6,7.48,0.6
12.7892,43.2167,"ITA",12.6,940,"s",39.4,24.9,35.7,24.7,7.19,1.8
12.79,46.1275,"ITA",12.2,1344,"s",59.7,14.8,25.5,26.3,7.17,4
12.8175,46.8184,"AUS",8.5,1100,"l",71.4,20.2,8.4,16.9,7.2,1.9
12.8239,37.7925,"ITA",17.2,517,"s",31.7,36.9,31.4,36.8,7.15,1.5
12.8333,48.4167,"GER",8.3,950,"m",43.2,36.2,20.6,21,6.43,1.3
12.8333,49.0833,"GER",6.7,854,"l",67.8,20.3,11.9,14.5,5.94,2.1
12.8333,53.9167,"GER",8.2,552,"ll",69.1,27.6,3.3,6.3,5.13,0.8
12.87,48.1441,"AUS",8.2,1067,"m",34.2,50,15.8,9.9,4.84,1.2
12.883,58.1149,"SWE",6.5,784,"m",38.4,44.1,17.5,19.4,5.33,2.1
12.9167,51.5,"GER",9.1,550,"l",74.5,18.4,7.1,13.9,6.64,1.8
12.9167,53.4167,"GER",8,570,"ll",88.1,10.8,1.1,9.7,5.41,0.9
12.9167,53.5833,"GER",8,572,"l",61.3,27.5,11.2,11.7,5.76,1
12.9564,65.3325,"NOR",5.4,1734,"ll",78.3,20.8,0.9,9.1,3.96,2.2
12.9642,55.7753,"SWE",8,634,"ll",87.7,7.8,4.4,7.6,5.93,1
12.9675,47.9986,"AUS",8.5,1136,"m",40.7,41.5,17.8,16.5,6.13,1.6
12.9951,56.7864,"SWE",7.4,860,"ll",64.4,34.9,0.8,12.7,4.54,5.5
13.0129,58.5774,"SWE",6.4,659,"m",44.9,39.9,15.2,15.7,5.84,1.4
13.0348,57.3497,"SWE",6.6,910,"ll",45.7,52.6,1.7,7.5,4.89,4
13.0353,42.0567,"ITA",12.3,881,"l",41.9,44,14.1,17,5.11,0.9
13.0576,47.7632,"AUS",8.9,1201,"m",47,34,18.9,19.9,5.2,2.1
13.0754,61.4219,"SWE",2.6,640,"l",23.2,75.9,1,5.4,4.9,2.4
13.0781,59.3839,"SWE",5.8,660,"m",53.4,30.8,15.7,14.3,4.79,2
13.0848,49.6788,"CZR",7.5,638,"m",34.9,44.7,20.4,19.4,6.36,2.1
13.0951,46.241,"ITA",12.1,1328,"m",68.1,7.9,24,24.7,7.27,4
13.0961,66.2283,"NOR",5.2,2344,"l",59.7,34.7,5.5,11,4.13,4.3
13.12,38.0192,"ITA",17,582,"m",34.4,43.7,21.9,34.2,7.22,0.9
13.1292,64.88,"NOR",3.7,1425,"ll",56.8,41.1,2.2,6.9,5.45,2.6
13.1346,57.7152,"SWE",5.6,896,"ll",58.4,37.8,3.8,7.2,4.73,2.7
13.1667,48.3333,"GER",8.3,1056,"m",36,43.2,20.7,18.9,6.25,1.5
13.1667,52.8333,"GER",8.7,573,"ll",92.1,7.1,0.9,3.4,4.28,1.2
13.1769,41.5006,"ITA",15,1047,"m",46.8,37.8,15.4,21.9,5.63,2.1
13.1838,50.4536,"CZR",4.9,842,"s",24.3,50.2,25.5,25.3,7.27,2
13.2073,58.9948,"SWE",6,642,"ll",93.8,5.4,0.7,9.9,4.65,1.5
13.2503,65.6911,"NOR",4.7,1885,"l",47.6,43.3,9.2,10.5,4.24,2.2
13.2536,59.9223,"SWE",5,672,"m",57.5,27.3,15.1,11.9,4.54,4.9
13.2854,60.3896,"SWE",4.6,663,"ll",63.4,35.5,1,7.2,4.19,0.8
13.2914,43.2683,"ITA",14.3,778,"m",49.2,33.5,17.3,29.6,7.42,1.1
13.2978,37.4189,"ITA",18.2,464,"m",59.4,19,21.6,21.2,7.54,1.5
13.3455,55.9049,"SWE",7.5,703,"m",51.5,31.9,16.7,19.3,5.65,2.1
13.376,50.0245,"CZR",6.6,662,"l",64.2,23.8,12,10.6,3.86,1.8
13.4005,60.8838,"SWE",3.1,682,"l",31,67,2,5.9,4.77,2.3
13.4167,51.0833,"GER",8.2,629,"m",23.2,59.1,17.8,19.3,6.89,1.3
13.4167,51.3333,"GER",9,587,"l",52,38.6,9.4,7,6.19,0.9
13.4392,64.4911,"NOR",3.1,1103,"l",50.4,40.4,9.2,10.7,4.17,2.7
13.4485,46.8048,"AUS",8.7,1264,"l",54.8,30.8,14.4,12.4,4.53,2.8
13.4715,48.5011,"AUS",8.2,1014,"m",49.2,33.2,17.6,15.6,6.78,1.8
13.48,42.3461,"ITA",12.2,882,"s",42.8,27.8,29.3,37.9,7.33,4.5
13.5,48.75,"GER",7.8,936,"l",51.4,36.4,12.2,15.9,6.28,1.8
13.5026,62.1028,"SWE",1.5,659,"l",48.9,40.4,10.7,18.4,4.59,3.1
13.5185,62.4266,"SWE",2.3,633,"l",48.9,44.1,6.9,15.6,5.28,3.3
13.5586,61.8173,"SWE",1.7,661,"ll",48.8,50.2,1,6.3,3.99,1.4
13.5833,50.8333,"GER",6.1,721,"l",59.9,29,11.1,14.9,5.5,2.6
13.5833,52.8333,"GER",8.8,565,"ll",90.3,8.7,1,3.5,4.96,0.8
13.5969,42.0519,"ITA",11.7,896,"s",42.6,29.1,28.3,26.5,7.47,1
13.6144,55.5623,"SWE",7.8,648,"ll",82.2,15,2.9,7,4.96,1.5
13.6762,57.1502,"SWE",6.4,801,"l",68.7,25.3,6,11.4,5.7,3.1
13.6832,63.2314,"SWE",2.6,671,"l",45.4,40.4,14.3,23.1,5.31,3
13.7047,64.8844,"NOR",1.9,1196,"ll",58.6,40.5,0.9,11.6,5.8,1.6
13.7051,49.1235,"CZR",6.2,914,"l",60.8,29.3,9.9,14.4,6.13,2.2
13.7172,58.1772,"SWE",5.3,671,"l",62.9,24.5,12.7,23.7,5.52,3
13.7358,37.2064,"ITA",17.2,429,"s",31.1,42.5,26.4,26.3,7.26,1.9
13.7364,47.1494,"AUS",5,1366,"l",54,34.4,11.7,18.1,5.2,2.4
13.7478,56.2609,"SWE",7.3,717,"ll",79.1,18.5,2.4,15,5.12,3.6
13.761,47.9575,"AUS",7.9,1257,"m",33.7,48.7,17.6,13.4,5.46,1.4
13.7789,48.2713,"AUS",8.4,1056,"m",34,44,21.9,22.5,6.93,2
13.7804,63.5653,"SWE",2.8,708,"l",57.6,31.5,10.9,9.4,4.89,2.6
13.8026,49.6103,"CZR",6.7,718,"m",38.3,43.6,18.2,24.5,7.09,2.5
13.8333,52.5,"GER",9,548,"l",69.8,23.8,6.4,7.6,5.54,0.7
13.8994,37.8403,"ITA",15.7,510,"s",21.5,44.8,33.7,38.1,7.4,1.6
13.9047,66.7317,"NOR",5.2,1721,"ll",76.4,23,0.6,16.3,5.25,2.1
13.9094,45.2922,"CRO",13,1140,"s",28.5,46,25.4,25.7,6.01,1.3
13.9102,50.0543,"CZR",7.7,553,"m",44.6,36.7,18.7,21.8,5.64,2
13.9125,44.9758,"CRO",13.4,1024,"m",51.6,31,17.4,16,5.66,1.3
13.9167,53.25,"GER",8.5,564,"m",66,18.4,15.6,13.9,7.38,1
13.9296,57.7536,"SWE",5.3,687,"ll",63.3,35.6,1.1,10,4.62,2.4
13.9339,46.2917,"SLO",8.7,1270,"m",36.7,39,24.3,29.9,7.15,3.2
13.9361,42.2164,"ITA",13.9,839,"m",45.4,31.9,22.7,29.1,7.28,1.9
13.9703,45.805,"SLO",13.2,1183,"m",48.4,34.1,17.5,20.1,5.9,2.7
13.9883,47.4852,"AUS",7,1277,"m",53.3,29.8,16.9,31.6,7.04,4.7
14,52.1667,"GER",9.2,546,"ll",95.3,3.8,0.9,3.9,5.17,0.6
14.0175,65.3922,"NOR",1.7,1260,"l",60.6,32,7.3,18.1,4.43,2.2
14.0212,56.8531,"SWE",6.5,739,"ll",66.3,32.5,1.1,7.6,6.17,2.1
14.0226,50.5177,"CZR",7.2,556,"s",27.4,47.1,25.5,20.6,6.12,1
14.0435,61.2504,"SWE",3.7,646,"ll",50.3,45,4.8,11.7,5.38,5.2
14.0503,42.525,"ITA",14.3,768,"s",29.3,43.5,27.2,25.7,7.5,1.2
14.0733,56.0286,"SWE",7.8,614,"m",53.2,28.3,18.4,11.6,5.55,1.1
14.1111,55.5655,"SWE",7.6,603,"l",62,24.4,13.6,14.3,5.65,2.7
14.1123,61.8126,"SWE",2.5,647,"ll",58.5,39.5,2,11.2,5.08,2.4
14.1125,60.8159,"SWE",3.6,682,"ll",57.6,40.5,1.9,8.7,4.41,3
14.1368,59.9981,"SWE",4,717,"ll",58.7,39,2.3,9.4,4.51,3.8
14.1766,41.1836,"ITA",15,896,"l",35.6,53.4,11.1,17.2,7.14,2.4
14.1998,59.0327,"SWE",5.8,630,"l",59.9,31.3,8.8,9.8,5.3,1.4
14.2365,46.5562,"AUS",7.7,1087,"l",47,39.8,13.2,19.3,7.2,1.8
14.2396,58.5025,"SWE",5.9,612,"ll",66.8,31.8,1.4,6.7,5.29,1.7
14.2484,59.4902,"SWE",5.4,661,"m",35.5,46.8,17.7,16.3,5.33,1.9
14.3094,60.4938,"SWE",4.1,691,"l",35.3,62.1,2.7,11,6.06,2.3
14.3203,66.3486,"NOR",4.8,1338,"ll",96.3,2.1,1.6,11.1,4.75,1.8
14.3275,41.6222,"ITA",12.1,753,"s",25.9,40.6,33.5,39.9,6.33,1.2
14.3333,52.5833,"GER",9.1,528,"s",43.2,31.7,25,27.2,6.95,2.4
14.3514,62.6501,"SWE",2.5,586,"l",47.4,43.5,9.1,13.4,4.71,2.7
14.4167,51.1667,"GER",8.3,599,"m",41.4,38.3,20.3,19.8,6.34,1.4
14.4821,49.4921,"CZR",7.2,679,"m",45.5,37.6,16.9,16.7,5.38,1.4
14.4864,46.2425,"SLO",9.2,1191,"m",35.9,44.2,19.8,22.3,5.68,2.1
14.4965,46.8343,"AUS",7,1027,"m",50.8,32.1,17.1,24.7,6.35,2.2
14.5,51.75,"GER",9,568,"ll",88.6,9.1,2.3,7.8,6.19,1
14.5014,56.7124,"SWE",6.7,668,"ll",69.8,29.1,1.1,8.8,4.79,2
14.5094,45.7628,"SLO",8.6,1353,"m",26.2,54,19.8,21.8,6.17,3.1
14.5226,63.5137,"SWE",2.5,590,"l",60.8,28.7,10.5,7.3,4.21,2.5
14.5233,41.1947,"ITA",15.4,854,"m",42.1,36,21.9,29.2,7.09,1.7
14.5273,64.3886,"SWE",2.8,725,"ll",52.4,46.1,1.5,12.8,4.66,5.2
14.5439,37.6328,"ITA",15.7,499,"s",28.4,33.1,38.4,29.7,7.57,0.6
14.5473,49.1358,"CZR",7.4,739,"m",50.8,30.2,19.1,16.3,6.53,1.1
14.5596,49.9893,"CZR",8.5,527,"m",39.9,40.9,19.2,26.3,5.51,2.5
14.5625,57.1232,"SWE",6.2,666,"ll",74.9,23.4,1.7,12.1,5.08,3.4
14.5638,56.2912,"SWE",7.2,623,"ll",60.8,35.8,3.4,9.1,5.53,2.6
14.5639,47.2329,"AUS",5.7,1124,"m",40.7,37.9,21.4,18.2,6.17,2.5
14.5732,63.0335,"SWE",2.5,554,"l",38,48.2,13.7,33.6,6.54,5.9
14.6144,40.9478,"ITA",15.1,845,"l",36.4,51.8,11.7,22.6,6.87,3
14.6175,50.8772,"CZR",7.4,600,"m",41.8,43.1,15.1,16.1,5.69,2
14.6183,48.2327,"AUS",9.2,804,"m",49.1,32.1,18.9,15.2,6.78,0.8
14.6272,42.1314,"ITA",14.9,720,"s",21.2,43.2,35.6,29.5,7.45,0.7
14.6387,62.0534,"SWE",2.8,618,"ll",59.9,39.1,1,7.7,4.9,3.4
14.6466,50.4476,"CZR",7.8,533,"m",39.6,38,22.4,33.7,5.66,3.4
14.6611,37.0558,"ITA",15.7,453,"l",58.5,28.3,13.3,26.1,7.38,1.5
14.6642,37.3228,"ITA",16.8,464,"s",44.9,23.2,31.9,28.4,7.39,0.8
14.7027,63.8058,"SWE",2.6,618,"l",57.6,36.9,5.4,12.7,5.09,3.4
14.7258,52.6883,"POL",8.9,537,"ll",81.2,15.3,3.5,13,5.96,1.5
14.7347,57.7371,"SWE",5.4,642,"ll",60.1,37.8,2.1,9.1,4.76,3.6
14.7431,45.2881,"CRO",9.3,1377,"ll",78.6,20.5,0.9,8.9,3.98,2.7
14.7479,57.9911,"SWE",5.8,613,"l",66.1,26.1,7.8,13.3,5.28,2.5
14.7699,51.7966,"POL",9.1,560,"l",64.9,25.4,9.6,14,5.62,0.7
14.8376,59.0517,"SWE",6,632,"l",36.3,50.6,13.2,13.6,5.57,1.6
14.8655,46.7135,"AUS",8.4,993,"l",60.4,25.1,14.5,18.9,6.34,2.3
14.9069,58.4041,"SWE",6.1,596,"m",47.1,35.6,17.3,19.7,5.87,1.9
14.9113,52.2909,"POL",8.9,553,"l",78.7,16.3,5,9,5.27,0.8
14.9117,66.5053,"NOR",3.5,1018,"ll",80.2,18.3,1.5,6,4.59,1.8
14.9167,51.25,"GER",8.5,620,"m",45,34.1,20.9,18.5,6.88,1.6
14.9292,40.8811,"ITA",12.1,674,"l",39.6,53.4,7,19.4,6.54,2.5
14.9375,37.4856,"ITA",17.3,536,"s",32.1,32.1,35.9,34.7,7.64,0.8
14.9478,47.3818,"AUS",6.7,977,"l",60.2,27.2,12.5,21.8,6.61,3.2
14.948,65.7564,"SWE",1.8,828,"m",39.8,43.5,16.7,9.3,4.93,2.7
15.0057,53.1475,"POL",8.7,547,"m",61,22,17,21.1,7.33,1.7
15.0119,53.659,"POL",8.3,567,"l",53.9,37.7,8.4,10.6,6.75,1.2
15.0243,47.9706,"AUS",8,840,"m",33,43.6,23.4,30.1,6.49,2.4
15.0694,54.0818,"POL",8.6,568,"l",46.1,39.3,14.7,10.7,4.29,0.9
15.0799,56.5892,"SWE",6.7,619,"ll",68.3,29.3,2.4,13.6,4.92,4.2
15.1062,59.84,"SWE",5.2,690,"l",50.3,38.2,11.5,14.1,5.4,4
15.1206,45.8439,"SLO",10.9,1193,"m",40.8,41.6,17.6,13.8,5.08,1.7
15.1228,37.1967,"ITA",17.3,506,"m",58.7,25.6,15.7,32.9,7.32,1.9
15.1456,50.8996,"CZR",7.5,621,"m",46.5,34.3,19.2,15.3,4.99,1.3
15.1457,56.3668,"SWE",7.1,597,"ll",79,17.7,3.3,13.7,5.82,5
15.1497,41.2117,"ITA",12.6,588,"s",22.8,43.4,33.8,33,7.39,1.4
15.1504,60.7032,"SWE",4.3,656,"ll",86.7,12.1,1.1,12.7,5.25,3.8
15.1581,59.5155,"SWE",5.9,653,"m",34.2,50.4,15.4,11.1,4.59,1.6
15.178,61.7271,"SWE",2.9,636,"ll",75.1,24,0.9,4.3,4.68,2.3
15.1822,48.2095,"AUS",9.2,723,"m",57.7,20.9,21.4,21.5,7.36,2.4
15.1853,46.2844,"SLO",9.8,1074,"m",47.8,30.4,21.8,17.2,6.71,1.2
15.1889,49.1352,"CZR",7.1,715,"l",66.5,20.7,12.8,10.6,4.97,2
15.1945,64.8199,"SWE",0.9,705,"ll",43.6,54.9,1.5,10.3,4.66,3.2
15.1992,37.8664,"ITA",17.5,653,"m",59.5,21.9,18.6,10.5,6.26,0.7
15.2164,61.1683,"SWE",3.8,639,"ll",68.4,30.5,1.1,15,5.22,4.4
15.2393,49.9522,"CZR",8.1,573,"m",42.9,35.9,21.2,24.3,6.27,2.7
15.2483,49.9378,"CZR",8.3,563,"m",45.8,32.1,22,21.8,7.22,0.9
15.2521,48.8428,"AUS",7.5,728,"m",44.1,35.1,20.8,22,5.93,1.3
15.2908,41.7689,"ITA",15.6,576,"s",39.6,30.7,29.7,26.1,6.57,1.3
15.2952,50.4305,"CZR",8,573,"m",35,44.6,20.4,17.1,5.24,1.8
15.3044,44.1803,"CRO",13.8,988,"m",41.2,33.8,25,27,7.38,0.9
15.3192,44.1014,"CRO",13.7,971,"m",33.4,45.1,21.5,18.4,7.38,0.7
15.3205,49.5347,"CZR",6.8,678,"m",44.5,40,15.5,14.8,6.13,1.6
15.3217,45.2075,"CRO",10.8,1247,"m",34.9,47,18.1,15.1,4.79,2
15.325,44.83,"CRO",9.9,1301,"m",39.3,43.9,16.8,17.4,5.1,2.6
15.3311,57.594,"SWE",5.7,619,"ll",66.1,33.2,0.7,11.2,4.77,3.2
15.3694,63.5131,"SWE",2.1,585,"l",46.8,42.5,10.8,15.2,4.85,2.9
15.3752,60.3871,"SWE",4.7,658,"m",30.8,51.9,17.3,24.2,5.22,2.1
15.3963,58.155,"SWE",6,584,"l",51.8,40.3,7.9,14.5,4.81,2.6
15.4167,57.1546,"SWE",6.1,612,"l",61.4,30.9,7.8,21,5.5,15
15.4536,40.7058,"ITA",11.5,629,"s",27.2,38.9,33.9,39,7.32,1.8
15.4574,63.8866,"SWE",2.3,585,"l",64.6,29.3,6.1,16.6,5.12,2.9
15.4631,68.3497,"NOR",4.1,1264,"ll",84.6,13.8,1.6,11.2,4.17,4.5
15.4876,63.1162,"SWE",2.3,587,"l",40.2,47.9,12,7.7,4.47,2.4
15.4982,51.7973,"POL",9,557,"ll",86.9,12.1,1,9.5,5.63,1
15.4986,52.2779,"POL",8.8,562,"l",45.2,44.1,10.7,11.4,5.61,1.1
15.5159,51.2754,"POL",8,608,"ll",62.2,33.7,4.1,2.6,4.37,1.2
15.5203,41.1464,"ITA",14.7,518,"s",16.8,57.4,25.7,29.1,7.61,0.6
15.5558,46.0036,"SLO",9.5,1093,"m",40.8,39.8,19.4,15.3,6.07,1.5
15.5704,52.6362,"POL",8.9,551,"ll",88.1,10.9,1,7,3.71,1.3
15.5833,43.9844,"CRO",13.7,950,"s",30.3,40.2,29.5,33.4,7.41,1.4
15.6022,40.5719,"ITA",12,651,"s",16.9,45.3,37.8,38.8,7.38,1.2
15.6035,50.919,"POL",6.8,664,"m",36.4,47.6,16,15.7,5.06,1.4
15.6397,58.451,"SWE",6.6,553,"m",43,38.8,18.1,21.6,6.26,2.8
15.6491,62.1885,"SWE",3.2,604,"l",29.9,63.5,6.5,8.1,4.62,1.6
15.6533,44.6853,"CRO",8.2,1280,"m",45.9,37.6,16.4,21,6.04,2.2
15.6598,48.1501,"AUS",8.6,711,"s",46.7,26.8,26.5,32.1,7.07,2
15.6796,62.5948,"SWE",3,592,"l",38.7,46.6,14.8,8.9,4.74,2.2
15.6819,41.6947,"ITA",12.8,547,"m",45.7,36.1,18.2,29.5,6.92,2.9
15.689,53.1536,"POL",8.2,586,"ll",90.1,9.3,0.6,15.4,4.77,1.9
15.6983,40.9444,"ITA",13.7,532,"m",27.5,49.2,23.3,30.7,7.43,2
15.7038,64.3494,"SWE",2,591,"ll",66.2,32.9,0.9,10.3,4.57,2.1
15.7219,38.1742,"ITA",16.8,831,"l",56.5,29.3,14.2,11.4,4.46,1.1
15.7331,53.5975,"POL",7.9,619,"ll",95.9,3.2,0.9,9.9,4.1,0.7
15.7408,40.4364,"ITA",11,702,"s",31.1,42.2,26.8,30,7.32,0.9
15.76,46.5208,"SLO",9.4,972,"m",39.4,39.1,21.5,14.3,5.77,1.1
15.769,60.3645,"SWE",4.7,640,"l",28.3,61.5,10.3,5.7,4.98,1.6
15.7872,54.02,"POL",8.5,633,"l",61.2,29.3,9.5,13.6,6.89,2.1
15.7877,46.8526,"AUS",9,890,"m",45.7,30.7,23.6,24.5,5.44,1.9
15.81,44.4761,"CRO",6.1,1260,"m",38,45.4,16.6,26,5.6,3.6
15.8126,48.6645,"AUS",8.4,657,"m",60.1,18.9,20.9,12.8,7.22,1.1
15.8192,49.0558,"CZR",7.8,648,"l",51.6,34.8,13.5,19.5,6.16,1.9
15.8257,59.4337,"SWE",6.1,620,"m",38.6,41.1,20.3,22.8,4.78,2.8
15.8445,65.3304,"SWE",0.9,659,"ll",68,27.7,4.4,18.6,4.6,6.2
15.8536,45.2864,"CRO",10.9,1062,"m",39.7,41.4,18.9,11,4.73,1.4
15.8758,45.6428,"CRO",10.6,999,"l",45.2,41,13.7,13.9,5.17,1.5
15.8806,46.1194,"CRO",10.5,956,"s",38,32.4,29.6,30.3,7.23,1.3
15.9039,47.2245,"AUS",8.8,794,"m",42.8,36.8,20.4,18.4,5.62,1.9
15.9279,64.834,"SWE",1.4,603,"ll",67.6,31.4,1,17.2,5.56,3.7
15.9313,60.7673,"SWE",4.5,625,"m",31.2,51.7,17.1,18.3,5.28,3.1
15.9483,67.6333,"NOR",3.8,1083,"ll",84.8,12.7,2.5,2.5,3.78,1.8
15.9592,68.1647,"NOR",3.1,1244,"ll",77.6,21.2,1.2,9.3,4.66,2.2
15.9831,40.0819,"ITA",12.9,816,"m",32,47.9,20,23.1,7.44,4.9
16.0082,56.7413,"SWE",7.3,534,"l",63.9,30.2,5.9,14.9,6.06,2.8
16.0177,50.3935,"CZR",7.8,606,"m",35.3,48.5,16.2,21.2,6.89,2.2
16.0217,59.0196,"SWE",6.3,591,"m",33.9,44.1,22,18.7,5.41,1.4
16.0307,56.2746,"SWE",7.8,533,"l",35.4,56.2,8.4,31.5,6.29,9.4
16.0413,49.5514,"CZR",6.7,662,"m",64.7,18.1,17.3,11.9,5.12,1.4
16.0566,51.3249,"POL",8.5,563,"ll",97.8,1.4,0.8,8.7,4.59,1.6
16.0757,59.8842,"SWE",5.4,640,"m",35.9,43.7,20.5,13.8,4.65,1.5
16.0874,50.8144,"POL",6.4,679,"m",44.7,40,15.3,11.8,4.4,2
16.0914,41.2228,"ITA",15.4,504,"m",46.9,29.3,23.8,16.4,7.45,0.6
16.1064,48.2919,"AUS",9.8,622,"s",37.3,30.5,32.1,37.5,7.45,2.3
16.1371,61.2439,"SWE",3.9,635,"l",35.4,51.2,13.4,7.9,4.62,3.3
16.1382,49.9425,"CZR",8,578,"m",40.5,42.7,16.8,11.6,5.58,1.1
16.155,46.5569,"SLO",10,861,"m",36.7,39.6,23.7,16.7,4.58,2.4
16.1708,65.957,"SWE",1.1,711,"l",57.8,33.6,8.6,13.2,4.64,4
16.1731,47.148,"AUS",9.4,744,"m",47.8,31.7,20.5,18.3,6.1,1.4
16.2115,52.1996,"POL",8.5,543,"ll",98.3,1,0.8,7.7,3.56,0.7
16.2153,43.8739,"CRO",13.2,953,"s",38,34.1,27.8,39.2,7.32,3.9
16.2265,51.7262,"POL",8.6,542,"ll",80.3,10.2,9.6,13,6,1
16.2319,39.3703,"ITA",16.8,854,"m",51,29.2,19.8,16.3,5.39,1.3
16.2395,61.6577,"SWE",3.9,622,"l",40.7,46.8,12.5,11.9,4.82,2.7
16.2483,62.0403,"SWE",3.2,632,"l",34.1,53.9,12,6,4.5,2.7
16.2495,57.5815,"SWE",6.8,542,"l",52.7,40.4,6.9,8.1,4.55,2.7
16.2531,38.595,"ITA",14,922,"l",41.9,44.4,13.7,11.9,4.86,1
16.2545,57.1433,"SWE",7.3,516,"m",41.2,40.4,18.4,20.1,5.95,2.5
16.3014,44.2764,"BOS",8.7,1128,"m",39.9,39,21.1,33.8,5.22,3.2
16.3042,40.1939,"ITA",15.5,662,"m",28.9,46.7,24.4,17.2,7.58,0.5
16.3275,43.6086,"CRO",14.1,896,"m",41.4,39.8,18.8,31.4,6.72,2.7
16.3644,52.6421,"POL",8.2,551,"m",58.1,22.9,19.1,10,5.86,0.7
16.3736,45.1164,"CRO",10.7,1000,"m",40.1,41.1,18.8,10,4.58,1.3
16.3781,39.0728,"ITA",13.3,940,"ll",62.1,36.4,1.5,7.1,4.48,4.2
16.3985,48.5345,"AUS",9.2,624,"m",27.2,48.4,24.4,27.2,7.4,1.2
16.4441,53.0692,"POL",7.8,579,"ll",80.7,15.8,3.5,18.8,5.61,3.7
16.448,53.5851,"POL",7.3,639,"ll",86.1,8.4,5.5,8.6,5.87,0.9
16.4545,44.7435,"BOS",10.2,1061,"l",47.1,39.2,13.7,12.7,4.36,3.9
16.4581,47.1521,"HUN",9.5,676,"s",35.9,39,25.1,32.8,6.19,2
16.4679,47.519,"AUS",9.3,649,"m",56.1,26,17.9,14.1,5.07,0.8
16.5118,49.0028,"CZR",9.3,538,"s",29.3,43,27.7,26.2,6.51,1.7
16.5161,53.9827,"POL",7.4,675,"l",65.8,27.4,6.8,10,4.64,1.9
16.5175,62.4191,"SWE",3.4,622,"m",32.4,50.1,17.5,19.1,6.19,2.6
16.5189,45.4692,"CRO",10.7,917,"s",36.4,36.9,26.7,25.5,4.73,1.6
16.534,64.2413,"SWE",1.2,568,"l",52.4,35.9,11.7,9.1,4.27,2.5
